drug,,,,ADHD-midler,ADHD-midler,Antibiotika,Antibiotika,Antidepressiva,Antidepressiva,Astma- og KOLS-midler,Astma- og KOLS-midler,Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Demensmidler,Demensmidler,Hormontilskudd ved overgangsalder,Hormontilskudd ved overgangsalder,Kolesterolsenkende midler,Kolesterolsenkende midler,Potensmidler,Potensmidler,Prevensjonsmidler unntatt spiraler og vaginalringer,Prevensjonsmidler unntatt spiraler og vaginalringer,Smertestillende midler,Smertestillende midler,Sovemidler og beroligende midler,Sovemidler og beroligende midler
,,,,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000
geography,year,age,gender,,,,,,,,,,,,,,,,,,,,,,,,
Hele landet,2006,20.000,M,318335.219,6.507,519876.438,191.486,841062.062,24.437,844530.125,37.274,186988.328,4.081,0.000,0.000,4391.000,0.050,58413.336,1.379,8140.000,2.504,1765.000,0.106,542681.000,146.820,465195.281,28.660
Hele landet,2006,25.000,F,126971.938,2.340,827144.688,317.116,2141760.500,53.409,1236868.750,53.296,387869.875,13.061,,,118054.188,4.834,91267.992,2.087,738.000,0.070,17345110.000,420.716,1164331.500,210.446,736171.562,57.266
Hele landet,2006,25.000,M,254448.484,4.396,457510.938,183.105,1466835.625,36.414,1024987.000,39.456,412184.750,7.855,0.000,0.000,6720.000,0.063,159803.594,3.188,26222.334,5.716,2109.045,0.139,928791.812,179.820,1041146.375,45.151
Hele landet,2006,30.000,F,157594.453,2.255,971408.375,322.260,2963467.750,62.910,1706428.875,59.466,936804.875,21.488,,,236387.234,7.675,199715.594,3.791,2407.333,0.099,12619973.000,279.073,2013619.375,236.698,1403446.125,71.129
Hele landet,2006,30.000,M,252242.438,3.457,572407.812,197.764,2029511.250,42.389,1427330.625,44.421,1161451.375,16.412,0.000,0.000,8500.389,0.073,466632.344,7.800,61157.980,9.832,1434.157,0.079,1662452.000,209.070,1508599.750,52.712
Hele landet,2006,35.000,F,165469.312,2.017,998622.750,297.654,4372401.000,80.749,2428550.250,66.314,2142225.500,37.264,0.000,0.000,342547.469,8.725,459699.656,7.777,1762.333,0.125,8838948.000,168.189,3465913.750,279.283,2361540.500,93.286
Hele landet,2006,35.000,M,241853.734,2.829,656884.812,199.379,2708458.750,47.390,1829393.875,47.114,2684355.250,30.551,0.000,0.000,7665.595,0.094,1157728.875,17.433,105672.344,13.784,1855.820,0.105,2609559.750,236.503,2118445.500,62.621
Hele landet,2006,40.000,F,133242.391,1.646,889104.875,269.158,5151620.000,96.852,2997507.000,73.545,3966007.000,62.415,1872.000,0.036,723474.312,17.746,914894.000,16.345,1474.000,0.144,4734050.000,90.266,4351576.000,315.157,3461929.500,123.386
Hele landet,2006,40.000,M,167358.000,1.998,602656.875,188.640,2941763.250,53.842,2098522.750,49.104,5409786.000,59.345,1716.667,0.029,4162.802,0.046,2480286.500,36.739,159590.328,20.082,421.000,0.034,3259383.000,257.661,2704650.500,74.324
Hele landet,2006,45.000,F,81164.883,1.122,865763.500,264.791,5497150.000,108.580,3606819.000,81.706,6988542.500,104.043,2460.667,0.045,2340957.250,63.117,1846320.875,35.344,2188.000,0.134,2143011.750,42.284,5099613.500,344.522,4576534.500,158.614
Hele landet,2006,45.000,M,118207.141,1.424,553227.062,181.006,2945994.250,57.901,2365793.500,51.359,9810757.000,107.315,3183.333,0.074,1716.238,0.043,4607290.500,69.604,232530.000,30.267,,,3615006.250,271.998,3221321.500,90.862
Hele landet,2006,50.000,F,48543.098,0.611,944133.000,286.374,5820664.000,119.999,4550919.000,92.418,12158244.000,168.794,7967.928,0.158,6014176.000,173.039,3724055.000,71.677,2470.000,0.151,457118.156,10.061,6052230.500,376.538,5939449.500,202.999
Hele landet,2006,50.000,M,60063.074,0.807,603657.750,190.898,3224481.000,63.534,2961239.500,58.671,17109608.000,183.824,7105.333,0.160,4667.916,0.103,7706612.000,118.566,319937.656,43.933,1018.112,0.064,4038208.000,287.626,3686206.000,109.037
Hele landet,2006,55.000,F,18091.666,0.338,1027081.375,310.060,5951573.500,129.035,5678970.000,107.408,18673790.000,247.322,20394.990,0.456,7183487.000,236.408,6366703.000,127.709,2462.691,0.166,17241.357,0.511,6834805.500,395.275,6747637.500,243.481
Hele landet,2006,55.000,M,29015.232,0.413,683988.375,210.841,3291827.750,68.073,4030653.500,69.712,26852770.000,279.986,17664.451,0.360,3197.371,0.133,11298405.000,180.838,389718.531,59.233,0.000,0.000,4464151.000,306.419,3938679.750,127.839
Hele landet,2006,60.000,F,14363.158,0.222,1074124.000,322.075,5216093.000,124.629,6788467.500,125.294,25792394.000,343.546,39088.375,0.979,5346785.000,215.492,8788943.000,192.744,1966.000,0.115,5223.058,0.130,6926360.500,395.397,6855552.500,272.129
Hele landet,2006,60.000,M,17277.916,0.257,701270.500,231.888,2775974.250,64.303,5241266.000,88.937,34863980.000,386.179,48942.852,1.178,1719.000,0.159,13359091.000,246.733,403365.656,75.249,,,4368175.500,309.834,3810208.500,141.508
Hele landet,2006,65.000,F,8758.250,0.310,872741.438,327.850,3582678.250,129.152,5334321.000,131.576,23549948.000,423.089,101073.508,3.757,2740494.000,178.843,8441924.000,261.283,1198.000,0.096,1546.922,0.107,5209476.500,402.968,5650153.000,318.894
Hele landet,2006,65.000,M,6613.833,0.147,544740.062,247.710,1648703.875,62.375,4352438.500,105.034,28447256.000,465.919,92747.797,3.499,1217.916,0.204,10521716.000,303.788,265036.969,84.786,605.461,0.068,3053514.000,311.081,2906613.500,165.812
Hele landet,2006,70.000,F,12442.166,0.286,853187.250,340.986,3062704.250,134.857,5186080.500,140.557,26357092.000,519.687,242389.609,10.492,1617507.500,131.828,8576795.000,318.897,298.000,0.099,761.820,0.099,4709344.500,414.704,5702979.000,370.513
Hele landet,2006,70.000,M,3988.148,0.158,507753.125,269.408,1366116.875,68.086,4587799.000,129.480,27508030.000,556.356,182193.359,8.685,612.000,0.115,8949710.000,351.023,185573.344,78.390,,,2586541.500,316.772,2799131.500,202.726
Hele landet,2006,75.000,F,4102.250,0.127,1003007.375,355.546,3181408.000,145.734,4974372.500,135.228,30612546.000,599.894,506814.781,22.762,1160710.750,105.204,8223631.000,322.962,805.000,0.089,420.000,0.063,4903376.500,431.854,6606501.000,421.309
Hele landet,2006,75.000,M,5132.667,0.179,538046.375,295.385,1392598.125,79.778,4699563.500,145.205,27003286.000,619.194,368609.562,20.499,778.500,0.179,7610529.500,362.785,101335.336,52.479,,,2267909.750,327.169,2980889.250,252.462
Hele landet,2006,80.000,F,1718.667,0.083,1030410.875,352.982,2950085.000,154.273,3651147.000,113.243,30438882.000,641.846,740252.938,36.892,988557.062,92.555,5672740.000,257.516,,,,,4491819.500,435.221,6881710.500,456.088
Hele landet,2006,80.000,M,3495.200,0.237,472569.656,310.586,1029775.500,91.556,3391213.000,140.614,20631456.000,650.723,423308.719,32.562,411.000,0.129,4426061.000,304.865,38332.996,26.927,,,1742249.375,330.502,2725861.500,294.025
Hele landet,2006,85.000,F,,,759381.500,343.837,1949914.500,152.451,1757783.875,86.397,20937756.000,642.318,578775.438,42.815,645360.062,79.800,2189860.500,152.274,,,,,3057641.750,421.982,4947799.000,450.381
Hele landet,2006,85.000,M,1926.667,0.284,288607.312,315.930,568843.062,97.800,1350760.125,118.789,10453073.000,647.491,270528.938,40.882,,,1408605.375,194.422,7830.000,11.124,,,890209.938,328.353,1603635.125,324.212
Hele landet,2006,90.000,F,0.000,0.000,365299.406,295.092,668888.875,108.801,500537.156,49.709,8105612.000,527.780,187430.938,26.234,267495.031,61.042,282468.156,40.879,0.000,0.000,,,1306827.625,350.283,2168169.500,366.988
Hele landet,2006,90.000,M,0.000,0.000,125840.570,302.808,174573.828,85.674,325261.969,82.723,2816861.750,550.869,57053.070,24.587,0.000,0.000,163520.859,64.037,396.000,1.639,0.000,0.000,318275.438,305.322,586582.875,319.965
Hele landet,2007,,F,2653571.500,2.868,15736715.000,291.135,57478908.000,79.927,55995060.000,89.108,219632576.000,160.568,2294758.500,3.551,27880056.000,64.370,64489480.000,78.584,26059.049,0.098,84537184.000,127.307,63071352.000,264.607,67678576.000,152.273
Hele landet,2007,,M,6395960.000,6.455,9785970.000,204.741,30099972.000,41.672,47308948.000,78.889,227115920.000,146.544,1458027.250,2.168,52464.125,0.075,85443976.000,90.592,2551961.250,25.942,15598.621,0.058,38052808.000,202.011,39119484.000,82.574
Hele landet,2007,0.000,F,,,253750.656,248.811,0.000,0.000,1143431.000,182.861,5840.300,0.606,0.000,0.000,4425.000,0.443,,,0.000,0.000,,,6506.340,9.053,28765.600,5.323
Hele landet,2007,0.000,M,3355.575,0.141,297888.812,265.390,,,1873221.500,227.351,7096.300,0.542,0.000,0.000,0.000,0.000,,,,,,,5928.091,11.011,44454.234,6.404
Hele landet,2007,5.000,F,120544.695,3.019,272421.844,188.069,2231.667,0.089,1170112.125,85.019,14761.746,0.618,0.000,0.000,1200.000,0.096,,,,,,,20748.488,10.752,174238.484,5.626
Hele landet,2007,5.000,M,534451.938,11.271,229832.953,162.717,8033.333,0.289,1969663.250,116.933,18891.232,0.696,0.000,0.000,0.000,0.000,,,,,,,19423.229,12.281,482519.781,9.032
Hele landet,2007,10.000,F,545171.062,9.942,249045.641,121.237,33683.332,1.062,1133427.000,55.759,35947.391,1.376,0.000,0.000,65768.422,0.688,4683.095,0.164,,,174697.688,6.547,108954.453,33.784,317547.156,7.576
Hele landet,2007,10.000,M,2168823.500,32.868,205621.656,101.874,61091.168,1.588,1974018.500,79.176,40730.691,1.222,0.000,0.000,,,5517.667,0.161,,,,,76030.625,24.677,869452.500,13.744
Hele landet,2007,15.000,F,631136.000,11.539,813202.750,275.988,642176.250,18.306,1296737.875,61.619,86795.969,3.727,0.000,0.000,51557.715,1.164,31563.715,0.798,1182.000,0.033,19621754.000,445.658,511666.781,131.162,361455.531,19.823
Hele landet,2007,15.000,M,1633071.000,23.956,730095.938,172.343,338177.844,8.771,1399300.250,53.343,74008.500,2.350,0.000,0.000,,,28352.119,0.854,820.000,0.439,840.112,0.037,290623.156,85.661,446966.531,14.189
Hele landet,2007,20.000,F,246145.203,4.890,855402.188,340.595,1635925.500,46.230,1045946.000,53.120,181023.312,7.593,0.000,0.000,61373.859,2.036,70427.023,1.565,,,22644842.000,556.946,783218.875,197.673,457133.250,45.433
Hele landet,2007,20.000,M,430701.719,7.620,557920.688,199.828,897352.500,25.382,875986.562,38.448,186475.141,4.585,,,,,70287.055,1.542,8904.658,2.841,1766.000,0.118,566386.312,152.147,492139.406,29.613
Hele landet,2007,25.000,F,170844.031,3.217,865533.812,322.815,2310769.750,55.786,1207996.125,53.461,395497.062,13.049,0.000,0.000,115506.508,4.310,110871.938,2.435,734.000,0.048,15651436.000,405.237,1231324.875,216.335,847313.625,60.982
Hele landet,2007,25.000,M,330661.969,5.175,487068.719,186.264,1511612.750,36.656,1013199.000,39.260,431236.438,8.003,0.000,0.000,10605.000,0.075,188182.234,3.560,26973.000,5.697,1854.820,0.088,923534.125,180.554,991029.875,46.863
Hele landet,2007,30.000,F,227179.891,3.046,984234.375,330.874,3029913.500,64.791,1606097.000,58.603,950364.625,22.430,,,248656.609,7.860,210795.297,3.930,3525.600,0.102,11129094.000,272.354,2042046.375,242.680,1385742.125,73.230
Hele landet,2007,30.000,M,320341.750,3.980,580674.938,200.451,2074502.500,42.948,1344787.250,44.870,1193489.250,17.097,0.000,0.000,7824.734,0.093,495114.719,8.493,63179.000,9.696,3605.000,0.180,1579779.375,208.721,1587269.500,55.415
Hele landet,2007,35.000,F,248037.750,2.833,1069479.375,309.108,4494266.500,81.401,2364552.000,66.307,2212221.000,38.243,,,363209.094,9.100,515875.656,8.387,987.000,0.096,8232096.500,167.537,3518345.000,284.784,2477144.250,95.495
Hele landet,2007,35.000,M,381274.469,3.461,677525.625,203.033,2798525.000,47.665,1850235.250,48.597,2895076.000,32.216,,,6251.497,0.065,1285646.125,19.035,115224.000,14.031,2297.102,0.136,2635946.500,235.364,2213620.250,63.528
Hele landet,2007,40.000,F,203036.266,2.282,964478.562,275.811,5375347.000,98.346,2989670.000,73.523,4197564.500,65.122,,,708140.812,17.248,1047640.688,17.970,1091.333,0.129,4507751.000,90.672,4663884.500,321.109,3585122.750,125.180
Hele landet,2007,40.000,M,237502.344,2.516,641425.500,191.017,3059958.000,53.076,2072748.375,49.354,5766716.000,61.232,,,5168.297,0.061,2823806.250,39.814,180501.969,21.525,941.461,0.050,3357666.750,256.630,2755895.250,75.153
Hele landet,2007,45.000,F,120172.305,1.597,913075.062,271.820,5763763.500,110.035,3576891.250,81.842,7353195.000,107.527,2073.333,0.051,2065973.375,56.918,2117445.250,38.723,2550.000,0.228,2079805.125,44.247,5273210.500,349.487,4761669.500,158.464
Hele landet,2007,45.000,M,175277.156,1.755,602825.000,185.491,3089198.250,57.456,2351674.500,52.573,10387182.000,110.241,2422.000,0.061,,,5223200.500,74.918,256609.328,32.195,683.641,0.042,3703047.500,272.927,3280332.750,90.722
Hele landet,2007,50.000,F,67479.758,0.885,1004678.500,294.034,6173141.500,121.838,4422507.500,91.694,12657932.000,172.047,8831.922,0.215,5310346.000,159.494,4313884.000,78.985,3569.333,0.234,466559.875,10.638,6338054.500,382.407,6133879.000,203.512
Hele landet,2007,50.000,M,82290.547,1.008,634981.875,195.270,3318079.500,62.311,2965377.250,59.489,17805262.000,186.507,8687.000,0.197,5403.497,0.133,8555434.000,125.109,345887.656,45.603,851.641,0.044,4165616.000,290.863,3767880.500,110.037
Hele landet,2007,55.000,F,28113.303,0.452,1076678.875,319.475,6147295.000,130.519,5402587.500,105.982,18793892.000,249.259,22834.945,0.445,6364597.500,226.427,7109691.500,138.081,3356.799,0.188,21319.732,0.598,6793533.000,395.639,6832143.000,244.939
Hele landet,2007,55.000,M,54007.500,0.596,710246.062,216.414,3430433.750,67.529,3746233.250,69.974,27093078.000,283.817,16740.373,0.389,4203.604,0.154,12397120.000,189.111,418227.688,60.998,589.000,0.047,4610668.000,310.705,4043736.750,129.258
Hele landet,2007,60.000,F,15810.637,0.246,1193044.375,328.628,5761280.500,128.428,7053782.500,124.326,27671756.000,347.114,39592.664,0.933,5220476.500,214.091,10410533.000,207.008,2294.984,0.145,3925.845,0.137,7441122.500,400.486,7553722.000,276.211
Hele landet,2007,60.000,M,20015.996,0.264,784363.812,237.850,3011309.500,64.954,5324514.000,88.092,38457192.000,396.267,49355.715,1.155,1953.327,0.150,15901568.000,261.123,458271.344,77.044,,,4751689.000,314.551,4206611.000,144.166
Hele landet,2007,65.000,F,9321.291,0.257,950220.375,332.617,3846293.000,128.650,5578226.500,133.020,25494044.000,434.122,92666.539,3.239,2774386.250,182.703,9907621.000,280.949,2660.000,0.195,1781.461,0.113,5534820.000,401.898,5908336.500,316.824
Hele landet,2007,65.000,M,9456.666,0.238,593230.312,252.201,1811490.375,63.442,4474548.500,104.403,30886978.000,475.410,90033.312,3.093,903.000,0.162,12364423.000,322.704,308309.312,88.594,,,3276835.250,314.507,3011000.750,163.077
Hele landet,2007,70.000,F,12416.000,0.274,925813.000,354.128,3210796.250,138.597,5153834.000,140.265,26898858.000,527.850,245509.094,10.356,1584430.125,138.024,9594364.000,337.735,540.000,0.100,761.820,0.087,4813779.500,420.520,5853133.000,371.989
Hele landet,2007,70.000,M,4719.500,0.128,533487.875,278.222,1409504.125,68.200,4507631.000,127.896,28425884.000,565.917,197120.906,9.360,1162.500,0.185,10142901.000,371.419,205451.641,82.439,,,2658903.250,324.221,2846019.750,203.045
Hele landet,2007,75.000,F,4732.000,0.141,1046355.625,362.333,3252015.500,148.424,4903467.000,136.453,31428208.000,610.328,465421.250,21.641,1142352.500,109.306,9342911.000,351.474,1612.000,0.128,,,4959688.500,437.567,6639101.000,423.067
Hele landet,2007,75.000,M,5817.333,0.211,572355.688,303.915,1427716.500,81.510,4491514.000,143.821,27893360.000,632.295,355833.781,19.865,926.916,0.195,8709113.000,390.757,112527.648,55.239,,,2401574.500,334.444,3026941.750,248.187
Hele landet,2007,80.000,F,2666.667,0.085,1057062.625,367.414,2959374.000,156.803,3615019.750,116.560,30353000.000,653.248,673305.875,35.137,897960.562,90.467,6503701.000,290.399,,,515.641,0.071,4450205.000,439.693,6837531.500,456.274
Hele landet,2007,80.000,M,3361.339,0.174,496020.969,320.596,1051505.875,89.029,3342474.000,141.583,21228698.000,665.126,405535.625,31.029,544.675,0.130,5197346.000,341.275,41411.992,29.098,0.000,0.000,1739571.125,334.136,2731440.250,294.059
Hele landet,2007,85.000,F,,,837145.375,356.806,2078593.500,158.144,1817207.875,88.056,22054552.000,653.715,557160.188,41.233,619963.500,79.739,2777733.250,181.623,0.000,0.000,0.000,0.000,3171796.250,428.964,5184935.000,457.490
Hele landet,2007,85.000,M,,,314429.094,326.852,619045.938,100.165,1388641.500,118.862,11172434.000,661.207,266398.094,38.377,,,1816569.375,231.794,8174.000,11.863,,,953684.875,334.080,1681200.125,329.209
Hele landet,2007,90.000,F,0.000,0.000,405091.719,305.616,762042.625,117.971,513565.812,50.788,8847119.000,546.289,186400.938,25.607,279732.812,62.880,419542.469,56.692,0.000,0.000,0.000,0.000,1408447.750,358.680,2339661.250,377.672
Hele landet,2007,90.000,M,0.000,0.000,135974.109,325.791,182330.891,88.204,343182.000,85.481,3152137.500,577.834,65121.855,25.560,0.000,0.000,237993.328,87.052,360.000,2.409,0.000,0.000,335901.875,311.963,640971.500,325.267
Hele landet,2008,,F,3351701.000,3.397,16267289.000,290.674,58793372.000,79.367,56139204.000,88.502,229573760.000,163.321,2281609.750,3.463,26622512.000,63.793,73129880.000,83.320,33121.258,0.097,87989456.000,127.276,65072900.000,265.935,69813080.000,152.459
Hele landet,2008,,M,7236307.000,6.941,10009344.000,204.592,31202944.000,41.504,47540772.000,78.333,241121504.000,150.792,1443912.625,2.140,54874.367,0.080,96647360.000,95.410,2726974.500,27.293,19482.531,0.058,39552292.000,203.478,40647300.000,83.576
Hele landet,2008,0.000,F,,,273010.281,266.356,,,1229569.625,200.425,7116.083,0.737,0.000,0.000,5550.000,0.553,,,0.000,0.000,425.820,0.038,6789.441,10.080,30303.900,5.474
Hele landet,2008,0.000,M,1651.333,0.073,327389.125,286.278,0.000,0.000,2011786.250,247.668,9670.000,0.761,0.000,0.000,0.000,0.000,,,,,0.000,0.000,7419.139,13.682,49664.535,6.332
Hele landet,2008,5.000,F,143380.344,3.438,265664.438,187.002,875.667,0.089,1078076.875,77.573,15849.500,0.727,0.000,0.000,1575.000,0.137,,,,,,,18670.730,11.666,179504.219,5.511
Hele landet,2008,5.000,M,562449.000,11.264,229127.781,162.697,7120.000,0.322,1845853.000,107.078,20669.686,0.815,0.000,0.000,0.000,0.000,,,,,0.000,0.000,18490.967,12.921,471947.062,9.043
Hele landet,2008,10.000,F,615698.250,10.858,247119.516,117.627,50768.980,1.238,1133827.125,54.380,34627.332,1.330,0.000,0.000,77166.438,0.695,6429.453,0.177,,,178550.547,6.697,114545.164,34.572,363933.969,8.145
Hele landet,2008,10.000,M,2284637.250,34.974,195049.406,97.836,73361.305,1.750,1907778.250,75.550,34741.242,1.117,0.000,0.000,,,9422.310,0.230,,,,,75049.344,25.016,1002941.438,14.946
Hele landet,2008,15.000,F,728417.062,13.288,809779.938,269.865,690816.812,19.260,1289014.000,59.281,101123.000,4.117,0.000,0.000,55209.094,1.267,38103.547,0.892,,,20203154.000,446.498,533958.312,133.032,438314.156,22.195
Hele landet,2008,15.000,M,1857314.875,26.102,718241.250,165.910,368547.219,9.033,1393954.750,52.425,88587.266,2.442,0.000,0.000,3001.000,0.049,36725.191,0.875,854.000,0.508,2436.336,0.110,304505.344,87.089,515834.281,15.857
Hele landet,2008,20.000,F,340525.094,6.139,909056.125,340.600,1699360.500,45.985,1077418.750,52.264,168277.922,8.120,0.000,0.000,52000.551,2.058,72106.289,1.540,,,24404756.000,561.396,847371.125,202.176,460263.969,46.167
Hele landet,2008,20.000,M,512951.188,8.402,561411.438,193.380,949341.562,25.897,888938.812,37.098,230735.641,4.872,0.000,0.000,308.916,0.034,89193.656,1.698,9840.000,2.879,2521.000,0.174,607991.062,153.525,502857.312,31.091
Hele landet,2008,25.000,F,236510.141,3.980,888167.875,320.888,2330785.000,54.910,1122698.875,49.915,436150.906,13.526,0.000,0.000,122011.297,4.743,129355.805,2.487,2077.333,0.102,16125129.000,397.263,1272145.750,220.751,899302.312,61.302
Hele landet,2008,25.000,M,377541.625,5.491,491544.125,184.745,1539699.375,36.647,981186.125,36.740,496091.156,9.120,0.000,0.000,10815.000,0.073,216569.234,3.901,28073.326,5.815,2940.000,0.106,949777.812,181.526,1080778.375,48.019
Hele landet,2008,30.000,F,297321.688,3.788,974175.438,327.591,3015051.250,64.660,1552619.125,55.640,951704.375,23.165,,,253349.594,8.584,222152.984,4.083,3436.000,0.122,11042377.000,264.953,2016032.000,241.371,1427144.125,74.407
Hele landet,2008,30.000,M,402946.688,4.596,572526.312,197.345,2078240.375,42.208,1293523.500,42.083,1226626.250,17.674,0.000,0.000,10945.154,0.100,515299.094,8.961,59969.340,9.627,1764.224,0.081,1547636.625,205.721,1636549.125,57.226
Hele landet,2008,35.000,F,343539.188,3.475,1078078.500,308.440,4447353.500,80.231,2295084.000,64.380,2281101.750,39.197,0.000,0.000,395216.594,10.249,561395.000,8.912,1488.000,0.097,8342163.000,166.166,3601638.250,285.031,2512142.000,96.832
Hele landet,2008,35.000,M,426173.781,3.976,690419.875,203.725,2869542.750,47.600,1792902.000,46.610,3004326.000,33.659,0.000,0.000,6639.245,0.054,1415769.125,19.728,118077.000,14.909,1361.461,0.065,2611622.250,233.380,2310476.250,65.332
Hele landet,2008,40.000,F,305893.438,3.149,1001360.750,277.638,5464856.500,95.509,2919203.000,70.975,4564501.000,66.936,,,693619.188,16.530,1166885.750,18.995,1530.000,0.115,4897682.500,92.395,5001613.000,322.430,3819121.000,124.489
Hele landet,2008,40.000,M,334395.312,2.971,668508.562,192.292,3198120.750,52.161,2106239.000,48.122,6345938.000,64.079,,,6092.482,0.070,3205906.750,41.962,185934.984,22.009,841.000,0.043,3533635.500,257.374,3014872.250,77.065
Hele landet,2008,45.000,F,156889.656,1.960,932429.500,268.549,5785419.500,108.247,3542256.250,80.424,7791929.000,110.858,2406.667,0.063,1942579.125,53.898,2350880.250,40.726,2558.000,0.213,2228587.250,44.941,5549185.500,349.393,4906824.500,158.762
Hele landet,2008,45.000,M,228812.234,2.178,615032.875,183.880,3143951.000,56.724,2392427.500,51.909,11025080.000,113.841,1239.667,0.042,3177.133,0.036,5773714.000,78.283,270713.031,32.892,1349.820,0.054,3875261.000,271.949,3296773.750,90.152
Hele landet,2008,50.000,F,89166.117,1.110,1012907.312,291.126,6201428.500,118.863,4305833.500,89.643,13159746.000,173.534,8787.747,0.219,4835337.000,149.865,4782098.000,82.504,4481.329,0.181,533564.875,11.522,6483449.500,379.659,6310187.000,202.490
Hele landet,2008,50.000,M,128322.859,1.232,645296.688,193.315,3371105.250,61.462,2915909.250,59.049,18621926.000,189.138,9753.333,0.188,3406.037,0.125,9394319.000,129.239,364011.000,47.400,2019.641,0.056,4358783.500,290.910,3883594.750,109.769
Hele landet,2008,55.000,F,45098.500,0.630,1109899.000,316.524,6247369.500,128.740,5376945.000,103.657,19156670.000,250.665,19404.664,0.436,5874779.000,217.015,7926955.500,144.134,3932.133,0.145,24562.488,0.699,6861716.000,391.233,7044578.000,242.285
Hele landet,2008,55.000,M,67496.539,0.744,713417.812,216.001,3459280.500,66.710,3723720.500,69.284,28341998.000,290.928,19025.246,0.476,4420.184,0.154,13617378.000,194.441,445117.000,64.519,935.641,0.047,4678875.000,311.919,4198724.000,131.370
Hele landet,2008,60.000,F,18750.080,0.336,1273587.000,329.813,6109755.500,128.584,7203766.500,124.551,29768260.000,353.312,47574.461,1.069,5057472.000,212.378,12138799.000,217.648,3620.460,0.154,4110.970,0.140,7719703.500,401.884,8012336.500,278.976
Hele landet,2008,60.000,M,28956.666,0.329,835113.125,238.784,3262905.500,65.594,5605388.000,89.295,41324436.000,404.632,51907.914,1.091,2557.719,0.226,18147206.000,271.289,502962.906,80.340,425.000,0.048,5080696.000,319.790,4498409.000,148.315
Hele landet,2008,65.000,F,9049.117,0.197,1019934.562,332.322,4076261.000,127.468,5828806.500,134.262,27824244.000,441.918,88761.328,2.915,2832955.000,185.742,11464100.000,291.586,3346.000,0.217,2879.281,0.167,5853252.000,402.019,6214333.000,311.280
Hele landet,2008,65.000,M,9480.666,0.256,629959.688,254.382,1947537.875,61.573,4665833.500,103.817,34244352.000,488.871,94263.469,3.235,1033.500,0.184,14487056.000,334.477,338512.031,92.811,,,3530395.750,316.959,3194367.750,161.612
Hele landet,2008,70.000,F,13384.666,0.365,967569.500,348.892,3400275.000,139.357,5163847.000,140.356,28158004.000,534.693,231187.797,9.486,1600132.625,143.631,10751521.000,350.694,2644.000,0.158,,,4951813.500,423.186,6019398.500,373.831
Hele landet,2008,70.000,M,4899.333,0.139,551618.562,276.902,1592359.750,68.048,4466570.000,126.994,30264786.000,575.843,198710.688,9.171,1788.000,0.153,11513125.000,387.249,227451.984,87.738,,,2751456.000,327.261,2863412.750,200.406
Hele landet,2008,75.000,F,5422.000,0.170,1058460.375,363.658,3308980.000,149.893,4931909.500,138.976,31720812.000,618.703,467941.594,21.990,1101393.375,112.989,10188583.000,371.992,930.000,0.066,,,4893098.000,441.304,6592891.500,421.489
Hele landet,2008,75.000,M,4623.333,0.198,570355.188,297.421,1403931.375,80.923,4453192.000,145.309,28531476.000,643.678,335054.594,19.107,249.000,0.099,9670654.000,410.693,121053.672,59.263,,,2438962.750,336.754,2990930.750,246.788
Hele landet,2008,80.000,F,2130.667,0.087,1100422.125,366.361,2964502.500,156.499,3638558.500,117.781,30556118.000,663.509,636803.312,33.778,837640.125,91.863,7329483.000,316.805,,,,,4465943.000,442.475,6705603.000,451.410
